Segment,Year,Country,Market,Region,Category,Sub-Category,Profit
Consumer,2011.0,Portugal,EU,South,Office Supplies,Binders,-36.33
Consumer,2011.0,Portugal,EU,South,Office Supplies,Envelopes,-4.98
Consumer,2011.0,Portugal,EU,South,Office Supplies,Storage,-74.13
Consumer,2011.0,Republic of the Congo,Africa,Africa,Furniture,Bookcases,142.5
Consumer,2011.0,Republic of the Congo,Africa,Africa,Office Supplies,Binders,18.96
Consumer,2011.0,Republic of the Congo,Africa,Africa,Office Supplies,Storage,6.3
Consumer,2011.0,Romania,EMEA,EMEA,Furniture,Bookcases,84.48
Consumer,2011.0,Romania,EMEA,EMEA,Furniture,Chairs,40.26
Consumer,2011.0,Romania,EMEA,EMEA,Office Supplies,Binders,10.2
Consumer,2011.0,Romania,EMEA,EMEA,Office Supplies,Fasteners,14.219999999999999
Consumer,2011.0,Romania,EMEA,EMEA,Office Supplies,Labels,15.96
Consumer,2011.0,Romania,EMEA,EMEA,Office Supplies,Storage,15.33
Consumer,2011.0,Romania,EMEA,EMEA,Technology,Accessories,52.71
Consumer,2011.0,Romania,EMEA,EMEA,Technology,Machines,97.8
Consumer,2011.0,Romania,EMEA,EMEA,Technology,Phones,74.46000000000001
Consumer,2011.0,Russia,EMEA,EMEA,Furniture,Bookcases,308.96999999999997
Consumer,2011.0,Russia,EMEA,EMEA,Furniture,Furnishings,106.71
Consumer,2011.0,Russia,EMEA,EMEA,Furniture,Tables,873.36
Consumer,2011.0,Russia,EMEA,EMEA,Office Supplies,Appliances,515.52
Consumer,2011.0,Russia,EMEA,EMEA,Office Supplies,Art,277.40999999999997
Consumer,2011.0,Russia,EMEA,EMEA,Office Supplies,Binders,28.080000000000002
Consumer,2011.0,Russia,EMEA,EMEA,Office Supplies,Envelopes,9.0
Consumer,2011.0,Russia,EMEA,EMEA,Office Supplies,Fasteners,10.59
Consumer,2011.0,Russia,EMEA,EMEA,Office Supplies,Labels,52.650000000000006
Consumer,2011.0,Russia,EMEA,EMEA,Office Supplies,Paper,45.239999999999995
Consumer,2011.0,Russia,EMEA,EMEA,Office Supplies,Storage,78.81
Consumer,2011.0,Russia,EMEA,EMEA,Office Supplies,Supplies,65.34
Consumer,2011.0,Russia,EMEA,EMEA,Technology,Accessories,128.88
Consumer,2011.0,Russia,EMEA,EMEA,Technology,Phones,67.11
Consumer,2011.0,Rwanda,Africa,Africa,Furniture,Furnishings,13.56
Consumer,2011.0,Rwanda,Africa,Africa,Office Supplies,Storage,6.3
Consumer,2011.0,Rwanda,Africa,Africa,Office Supplies,Supplies,8.76
Consumer,2011.0,Rwanda,Africa,Africa,Technology,Machines,41.46
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Furniture,Bookcases,325.71
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Furniture,Furnishings,2.91
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Furniture,Tables,67.38
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Office Supplies,Art,60.17999999999999
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Office Supplies,Binders,38.19
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Office Supplies,Envelopes,76.56
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Office Supplies,Fasteners,10.65
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Office Supplies,Labels,36.3
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Office Supplies,Paper,19.68
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Office Supplies,Storage,348.87
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Office Supplies,Supplies,90.0
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Technology,Accessories,23.28
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Technology,Machines,128.88
Consumer,2011.0,Saudi Arabia,EMEA,EMEA,Technology,Phones,2010.7800000000002
Consumer,2011.0,Senegal,Africa,Africa,Office Supplies,Binders,6.42
Consumer,2011.0,Senegal,Africa,Africa,Office Supplies,Envelopes,0.72
Consumer,2011.0,Senegal,Africa,Africa,Office Supplies,Storage,112.44
Consumer,2011.0,Senegal,Africa,Africa,Office Supplies,Supplies,45.72
Consumer,2011.0,Senegal,Africa,Africa,Technology,Accessories,30.06
Consumer,2011.0,Singapore,APAC,Southeast Asia,Furniture,Bookcases,266.25
Consumer,2011.0,Singapore,APAC,Southeast Asia,Furniture,Chairs,113.07000000000001
Consumer,2011.0,Singapore,APAC,Southeast Asia,Office Supplies,Appliances,44.73
Consumer,2011.0,Singapore,APAC,Southeast Asia,Office Supplies,Envelopes,89.34
Consumer,2011.0,Singapore,APAC,Southeast Asia,Office Supplies,Labels,1.89
Consumer,2011.0,Singapore,APAC,Southeast Asia,Office Supplies,Paper,24.48
Consumer,2011.0,Singapore,APAC,Southeast Asia,Office Supplies,Storage,148.04999999999998
Consumer,2011.0,Singapore,APAC,Southeast Asia,Office Supplies,Supplies,118.71000000000001
Consumer,2011.0,Singapore,APAC,Southeast Asia,Technology,Accessories,230.31
Consumer,2011.0,Singapore,APAC,Southeast Asia,Technology,Copiers,73.41
Consumer,2011.0,Singapore,APAC,Southeast Asia,Technology,Machines,74.46
Consumer,2011.0,Singapore,APAC,Southeast Asia,Technology,Phones,266.58
Consumer,2011.0,Slovakia,EMEA,EMEA,Furniture,Furnishings,13.56
Consumer,2011.0,Slovakia,EMEA,EMEA,Office Supplies,Appliances,0.0
Consumer,2011.0,Slovakia,EMEA,EMEA,Office Supplies,Binders,0.96
Consumer,2011.0,Slovakia,EMEA,EMEA,Office Supplies,Storage,19.8
Consumer,2011.0,Somalia,Africa,Africa,Furniture,Chairs,0.0
Consumer,2011.0,Somalia,Africa,Africa,Office Supplies,Art,9.03
Consumer,2011.0,Somalia,Africa,Africa,Office Supplies,Binders,0.0
Consumer,2011.0,Somalia,Africa,Africa,Office Supplies,Fasteners,10.2
Consumer,2011.0,Somalia,Africa,Africa,Office Supplies,Paper,10.71
Consumer,2011.0,Somalia,Africa,Africa,Office Supplies,Storage,0.6
Consumer,2011.0,Somalia,Africa,Africa,Technology,Accessories,1.02
Consumer,2011.0,Somalia,Africa,Africa,Technology,Phones,16.71
Consumer,2011.0,South Africa,Africa,Africa,Furniture,Bookcases,53.34
Consumer,2011.0,South Africa,Africa,Africa,Furniture,Furnishings,15.6
Consumer,2011.0,South Africa,Africa,Africa,Office Supplies,Appliances,0.0
Consumer,2011.0,South Africa,Africa,Africa,Office Supplies,Art,74.76
Consumer,2011.0,South Africa,Africa,Africa,Office Supplies,Binders,55.92
Consumer,2011.0,South Africa,Africa,Africa,Office Supplies,Envelopes,9.24
Consumer,2011.0,South Africa,Africa,Africa,Office Supplies,Fasteners,50.46
Consumer,2011.0,South Africa,Africa,Africa,Office Supplies,Labels,24.93
Consumer,2011.0,South Africa,Africa,Africa,Office Supplies,Paper,30.48
Consumer,2011.0,South Africa,Africa,Africa,Office Supplies,Storage,108.99000000000001
Consumer,2011.0,South Africa,Africa,Africa,Office Supplies,Supplies,32.58
Consumer,2011.0,South Africa,Africa,Africa,Technology,Machines,33.0
Consumer,2011.0,South Africa,Africa,Africa,Technology,Phones,352.2
Consumer,2011.0,South Korea,APAC,North Asia,Furniture,Bookcases,-437.7180000000001
Consumer,2011.0,South Korea,APAC,North Asia,Furniture,Chairs,9.732000000000001
Consumer,2011.0,South Korea,APAC,North Asia,Furniture,Furnishings,-26.208
Consumer,2011.0,South Korea,APAC,North Asia,Furniture,Tables,-780.6419999999999
Consumer,2011.0,South Korea,APAC,North Asia,Office Supplies,Appliances,-25.68
Consumer,2011.0,South Korea,APAC,North Asia,Office Supplies,Binders,-66.96
Consumer,2011.0,South Korea,APAC,North Asia,Office Supplies,Envelopes,-39.6
Consumer,2011.0,South Korea,APAC,North Asia,Office Supplies,Storage,-634.9649999999999
Consumer,2011.0,South Korea,APAC,North Asia,Office Supplies,Supplies,-119.69999999999999
Consumer,2011.0,South Korea,APAC,North Asia,Technology,Accessories,-322.26000000000005
Consumer,2011.0,South Korea,APAC,North Asia,Technology,Machines,-288.345
Consumer,2011.0,South Korea,APAC,North Asia,Technology,Phones,-471.69
Consumer,2011.0,Spain,EU,South,Furniture,Bookcases,1388.0100000000002
Consumer,2011.0,Spain,EU,South,Furniture,Chairs,93.57000000000001
Consumer,2011.0,Spain,EU,South,Furniture,Furnishings,204.63
Consumer,2011.0,Spain,EU,South,Furniture,Tables,-741.516
Consumer,2011.0,Spain,EU,South,Office Supplies,Appliances,127.13999999999999
Consumer,2011.0,Spain,EU,South,Office Supplies,Art,149.49
Consumer,2011.0,Spain,EU,South,Office Supplies,Binders,106.68
Consumer,2011.0,Spain,EU,South,Office Supplies,Envelopes,40.379999999999995
Consumer,2011.0,Spain,EU,South,Office Supplies,Fasteners,6.96
Consumer,2011.0,Spain,EU,South,Office Supplies,Labels,15.629999999999999
Consumer,2011.0,Spain,EU,South,Office Supplies,Paper,19.71
Consumer,2011.0,Spain,EU,South,Office Supplies,Storage,392.424
Consumer,2011.0,Spain,EU,South,Office Supplies,Supplies,60.449999999999996
Consumer,2011.0,Spain,EU,South,Technology,Accessories,608.55
Consumer,2011.0,Spain,EU,South,Technology,Copiers,443.82
Consumer,2011.0,Spain,EU,South,Technology,Machines,7.704000000000001
Consumer,2011.0,Spain,EU,South,Technology,Phones,294.30600000000004
Consumer,2011.0,Sudan,Africa,Africa,Furniture,Chairs,9.18
Consumer,2011.0,Sudan,Africa,Africa,Office Supplies,Art,30.029999999999998
Consumer,2011.0,Sudan,Africa,Africa,Office Supplies,Binders,5.1899999999999995
Consumer,2011.0,Sudan,Africa,Africa,Office Supplies,Labels,13.530000000000001
Consumer,2011.0,Sudan,Africa,Africa,Office Supplies,Paper,94.56
Consumer,2011.0,Sudan,Africa,Africa,Office Supplies,Storage,11.37
Consumer,2011.0,Swaziland,Africa,Africa,Office Supplies,Binders,59.16
Consumer,2011.0,Sweden,EU,North,Furniture,Chairs,-142.83
Consumer,2011.0,Sweden,EU,North,Office Supplies,Art,-53.279999999999994
Consumer,2011.0,Sweden,EU,North,Office Supplies,Envelopes,-3.69
Consumer,2011.0,Sweden,EU,North,Office Supplies,Fasteners,-6.06
Consumer,2011.0,Sweden,EU,North,Office Supplies,Storage,-146.49
Consumer,2011.0,Sweden,EU,North,Technology,Accessories,-177.39
Consumer,2011.0,Sweden,EU,North,Technology,Copiers,-128.04
Consumer,2011.0,Switzerland,EU,Central,Furniture,Furnishings,39.989999999999995
Consumer,2011.0,Switzerland,EU,Central,Office Supplies,Appliances,233.52
Consumer,2011.0,Switzerland,EU,Central,Office Supplies,Art,11.88
Consumer,2011.0,Switzerland,EU,Central,Office Supplies,Binders,25.83
Consumer,2011.0,Switzerland,EU,Central,Office Supplies,Fasteners,5.88
Consumer,2011.0,Switzerland,EU,Central,Office Supplies,Labels,0.72
Consumer,2011.0,Switzerland,EU,Central,Office Supplies,Storage,13.32
Consumer,2011.0,Switzerland,EU,Central,Technology,Phones,30.6
Consumer,2011.0,Syria,EMEA,EMEA,Technology,Phones,13.596
Consumer,2011.0,Taiwan,APAC,North Asia,Furniture,Furnishings,133.76999999999998
Consumer,2011.0,Taiwan,APAC,North Asia,Office Supplies,Envelopes,18.06
Consumer,2011.0,Tajikistan,EMEA,EMEA,Office Supplies,Labels,-3.846
Consumer,2011.0,Tanzania,Africa,Africa,Furniture,Furnishings,2.85
Consumer,2011.0,Tanzania,Africa,Africa,Furniture,Tables,138.42
Consumer,2011.0,Tanzania,Africa,Africa,Office Supplies,Art,0.0
Consumer,2011.0,Tanzania,Africa,Africa,Office Supplies,Binders,29.52
Consumer,2011.0,Tanzania,Africa,Africa,Office Supplies,Labels,0.12
Consumer,2011.0,Tanzania,Africa,Africa,Office Supplies,Storage,47.802
Consumer,2011.0,Tanzania,Africa,Africa,Office Supplies,Supplies,26.76
Consumer,2011.0,Tanzania,Africa,Africa,Technology,Accessories,20.97
Consumer,2011.0,Tanzania,Africa,Africa,Technology,Copiers,224.94
Consumer,2011.0,Tanzania,Africa,Africa,Technology,Machines,99.183
Consumer,2011.0,Thailand,APAC,Southeast Asia,Furniture,Bookcases,-116.3031
Consumer,2011.0,Thailand,APAC,Southeast Asia,Furniture,Chairs,-43.40100000000001
Consumer,2011.0,Thailand,APAC,Southeast Asia,Furniture,Furnishings,22.4778
Consumer,2011.0,Thailand,APAC,Southeast Asia,Office Supplies,Appliances,-30.8028
Consumer,2011.0,Thailand,APAC,Southeast Asia,Office Supplies,Art,-31.974
Consumer,2011.0,Thailand,APAC,Southeast Asia,Office Supplies,Binders,4.3815
Consumer,2011.0,Thailand,APAC,Southeast Asia,Office Supplies,Envelopes,1.2321
Consumer,2011.0,Thailand,APAC,Southeast Asia,Office Supplies,Fasteners,-5.6826
Consumer,2011.0,Thailand,APAC,Southeast Asia,Office Supplies,Paper,-2.7336
Consumer,2011.0,Thailand,APAC,Southeast Asia,Office Supplies,Storage,-205.60590000000002
Consumer,2011.0,Thailand,APAC,Southeast Asia,Office Supplies,Supplies,-171.96779999999998
Consumer,2011.0,Thailand,APAC,Southeast Asia,Technology,Accessories,-41.9823
Consumer,2011.0,Thailand,APAC,Southeast Asia,Technology,Machines,53.3706
Consumer,2011.0,Thailand,APAC,Southeast Asia,Technology,Phones,130.5903
Consumer,2011.0,Togo,Africa,Africa,Office Supplies,Appliances,10.83
Consumer,2011.0,Togo,Africa,Africa,Office Supplies,Labels,5.88
Consumer,2011.0,Tunisia,Africa,Africa,Office Supplies,Fasteners,7.74
Consumer,2011.0,Turkey,EMEA,EMEA,Furniture,Bookcases,-228.49200000000002
Consumer,2011.0,Turkey,EMEA,EMEA,Furniture,Chairs,-3942.744
Consumer,2011.0,Turkey,EMEA,EMEA,Furniture,Furnishings,-122.49
Consumer,2011.0,Turkey,EMEA,EMEA,Furniture,Tables,-750.942
Consumer,2011.0,Turkey,EMEA,EMEA,Office Supplies,Appliances,-817.7520000000001
Consumer,2011.0,Turkey,EMEA,EMEA,Office Supplies,Art,-279.91799999999995
Consumer,2011.0,Turkey,EMEA,EMEA,Office Supplies,Binders,-112.182
Consumer,2011.0,Turkey,EMEA,EMEA,Office Supplies,Envelopes,-60.245999999999995
Consumer,2011.0,Turkey,EMEA,EMEA,Office Supplies,Fasteners,-28.787999999999997
Consumer,2011.0,Turkey,EMEA,EMEA,Office Supplies,Labels,-19.962
Consumer,2011.0,Turkey,EMEA,EMEA,Office Supplies,Paper,-58.194
Consumer,2011.0,Turkey,EMEA,EMEA,Office Supplies,Storage,-844.968
Consumer,2011.0,Turkey,EMEA,EMEA,Office Supplies,Supplies,-360.34799999999996
Consumer,2011.0,Turkey,EMEA,EMEA,Technology,Accessories,-140.346
Consumer,2011.0,Turkey,EMEA,EMEA,Technology,Copiers,-401.90999999999997
Consumer,2011.0,Turkey,EMEA,EMEA,Technology,Machines,-559.092
Consumer,2011.0,Turkey,EMEA,EMEA,Technology,Phones,-471.0
Consumer,2011.0,Turkmenistan,EMEA,EMEA,Furniture,Bookcases,-189.006
Consumer,2011.0,Turkmenistan,EMEA,EMEA,Office Supplies,Art,-22.98
Consumer,2011.0,Turkmenistan,EMEA,EMEA,Office Supplies,Binders,-4.872
Consumer,2011.0,Turkmenistan,EMEA,EMEA,Office Supplies,Storage,-308.496
Consumer,2011.0,Turkmenistan,EMEA,EMEA,Technology,Machines,-92.556
Consumer,2011.0,Uganda,Africa,Africa,Office Supplies,Binders,-5.052
Consumer,2011.0,Uganda,Africa,Africa,Office Supplies,Storage,-43.827
Consumer,2011.0,Uganda,Africa,Africa,Technology,Accessories,-45.048
Consumer,2011.0,Uganda,Africa,Africa,Technology,Copiers,-95.45700000000001
Consumer,2011.0,Uganda,Africa,Africa,Technology,Machines,-326.74199999999996
Consumer,2011.0,Ukraine,EMEA,EMEA,Furniture,Bookcases,95.13
Consumer,2011.0,Ukraine,EMEA,EMEA,Furniture,Chairs,12.09
Consumer,2011.0,Ukraine,EMEA,EMEA,Furniture,Furnishings,67.65
Consumer,2011.0,Ukraine,EMEA,EMEA,Furniture,Tables,384.81
Consumer,2011.0,Ukraine,EMEA,EMEA,Office Supplies,Art,12.45
Consumer,2011.0,Ukraine,EMEA,EMEA,Office Supplies,Binders,25.92
Consumer,2011.0,Ukraine,EMEA,EMEA,Office Supplies,Envelopes,42.72
Consumer,2011.0,Ukraine,EMEA,EMEA,Office Supplies,Fasteners,49.230000000000004
Consumer,2011.0,Ukraine,EMEA,EMEA,Office Supplies,Labels,4.5
Consumer,2011.0,Ukraine,EMEA,EMEA,Office Supplies,Storage,992.79
Consumer,2011.0,Ukraine,EMEA,EMEA,Office Supplies,Supplies,3.5999999999999996
Consumer,2011.0,Ukraine,EMEA,EMEA,Technology,Accessories,264.6
Consumer,2011.0,Ukraine,EMEA,EMEA,Technology,Copiers,262.68
Consumer,2011.0,Ukraine,EMEA,EMEA,Technology,Machines,95.34
Consumer,2011.0,Ukraine,EMEA,EMEA,Technology,Phones,314.15999999999997
Consumer,2011.0,United Arab Emirates,EMEA,EMEA,Office Supplies,Storage,-157.086
Consumer,2011.0,United Arab Emirates,EMEA,EMEA,Technology,Machines,-88.992
Consumer,2011.0,United Kingdom,EU,North,Furniture,Bookcases,2615.361
Consumer,2011.0,United Kingdom,EU,North,Furniture,Chairs,69.102
Consumer,2011.0,United Kingdom,EU,North,Furniture,Furnishings,-91.68599999999999
Consumer,2011.0,United Kingdom,EU,North,Furniture,Tables,686.4
Consumer,2011.0,United Kingdom,EU,North,Office Supplies,Appliances,339.93600000000004
Consumer,2011.0,United Kingdom,EU,North,Office Supplies,Art,287.553
Consumer,2011.0,United Kingdom,EU,North,Office Supplies,Binders,253.70399999999995
Consumer,2011.0,United Kingdom,EU,North,Office Supplies,Envelopes,90.495
Consumer,2011.0,United Kingdom,EU,North,Office Supplies,Fasteners,31.326
Consumer,2011.0,United Kingdom,EU,North,Office Supplies,Labels,48.87
Consumer,2011.0,United Kingdom,EU,North,Office Supplies,Paper,221.88
Consumer,2011.0,United Kingdom,EU,North,Office Supplies,Storage,558.216
Consumer,2011.0,United Kingdom,EU,North,Office Supplies,Supplies,136.185
Consumer,2011.0,United Kingdom,EU,North,Technology,Accessories,-173.76600000000002
Consumer,2011.0,United Kingdom,EU,North,Technology,Copiers,1290.0
Consumer,2011.0,United Kingdom,EU,North,Technology,Machines,804.81
Consumer,2011.0,United Kingdom,EU,North,Technology,Phones,2651.703
Consumer,2011.0,United States,US,West,Furniture,Bookcases,-654.3065
Consumer,2011.0,United States,US,East,Furniture,Chairs,3488.9716000000003
Consumer,2011.0,United States,US,East,Furniture,Furnishings,820.8868
Consumer,2011.0,United States,US,South,Furniture,Tables,-2019.7348
Consumer,2011.0,United States,US,West,Office Supplies,Appliances,454.41170000000005
Consumer,2011.0,United States,US,West,Office Supplies,Art,698.2742000000001
Consumer,2011.0,United States,US,South,Office Supplies,Binders,2320.713399999999
Consumer,2011.0,United States,US,Central,Office Supplies,Envelopes,828.2824000000002
Consumer,2011.0,United States,US,West,Office Supplies,Fasteners,100.81660000000001
Consumer,2011.0,United States,US,South,Office Supplies,Labels,466.30339999999995
Consumer,2011.0,United States,US,East,Office Supplies,Paper,2886.0968000000003
Consumer,2011.0,United States,US,East,Office Supplies,Storage,1492.5353
Consumer,2011.0,United States,US,West,Office Supplies,Supplies,347.0746
Consumer,2011.0,United States,US,West,Technology,Accessories,3056.8097000000002
Consumer,2011.0,United States,US,East,Technology,Copiers,2502.9528
Consumer,2011.0,United States,US,Central,Technology,Machines,753.1883000000003
Consumer,2011.0,United States,US,West,Technology,Phones,6776.5741
Consumer,2011.0,Venezuela,LATAM,South,Furniture,Tables,-1481.35
Consumer,2011.0,Venezuela,LATAM,South,Office Supplies,Envelopes,-34.272000000000006
Consumer,2011.0,Venezuela,LATAM,South,Office Supplies,Fasteners,-8.904
Consumer,2011.0,Venezuela,LATAM,South,Office Supplies,Labels,-3.504
Consumer,2011.0,Venezuela,LATAM,South,Office Supplies,Supplies,-14.004
Consumer,2011.0,Venezuela,LATAM,South,Technology,Accessories,-14.384
Consumer,2011.0,Venezuela,LATAM,South,Technology,Copiers,-287.80996
Consumer,2011.0,Venezuela,LATAM,South,Technology,Phones,-306.012
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Furniture,Bookcases,43.122600000000006
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Furniture,Chairs,206.53199999999998
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Furniture,Furnishings,23.2566
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Office Supplies,Binders,14.048700000000004
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Office Supplies,Envelopes,46.5615
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Office Supplies,Labels,36.0504
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Office Supplies,Storage,155.26409999999998
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Office Supplies,Supplies,10.7109
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Technology,Accessories,-498.0204
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Technology,Copiers,28.7466
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Technology,Machines,-34.905
Consumer,2011.0,Vietnam,APAC,Southeast Asia,Technology,Phones,43.1922
Consumer,2011.0,Yemen,EMEA,EMEA,Office Supplies,Storage,-88.641
Consumer,2011.0,Zambia,Africa,Africa,Office Supplies,Art,95.76
Consumer,2011.0,Zambia,Africa,Africa,Office Supplies,Fasteners,4.17
Consumer,2011.0,Zambia,Africa,Africa,Office Supplies,Storage,23.97
Consumer,2011.0,Zambia,Africa,Africa,Technology,Accessories,6.12
Consumer,2011.0,Zambia,Africa,Africa,Technology,Copiers,261.18
Consumer,2011.0,Zimbabwe,Africa,Africa,Office Supplies,Art,-96.09
Consumer,2011.0,Zimbabwe,Africa,Africa,Office Supplies,Envelopes,-19.458
Consumer,2011.0,Zimbabwe,Africa,Africa,Office Supplies,Paper,-31.008
Consumer,2011.0,Zimbabwe,Africa,Africa,Office Supplies,Storage,-40.401
Corporate,2011.0,Afghanistan,APAC,Central Asia,Office Supplies,Art,90.81
Corporate,2011.0,Afghanistan,APAC,Central Asia,Office Supplies,Binders,39.27
Corporate,2011.0,Afghanistan,APAC,Central Asia,Office Supplies,Envelopes,85.5
Corporate,2011.0,Afghanistan,APAC,Central Asia,Office Supplies,Labels,1.14
Corporate,2011.0,Afghanistan,APAC,Central Asia,Office Supplies,Paper,8.28
Corporate,2011.0,Afghanistan,APAC,Central Asia,Technology,Copiers,7.05
Corporate,2011.0,Albania,EMEA,EMEA,Office Supplies,Art,6.63
Corporate,2011.0,Albania,EMEA,EMEA,Office Supplies,Binders,0.0
Corporate,2011.0,Albania,EMEA,EMEA,Office Supplies,Labels,2.01
Corporate,2011.0,Albania,EMEA,EMEA,Technology,Machines,258.9
Corporate,2011.0,Algeria,Africa,Africa,Office Supplies,Appliances,61.71
Corporate,2011.0,Algeria,Africa,Africa,Office Supplies,Art,14.58
Corporate,2011.0,Algeria,Africa,Africa,Office Supplies,Binders,15.36
Corporate,2011.0,Algeria,Africa,Africa,Office Supplies,Envelopes,7.17
Corporate,2011.0,Algeria,Africa,Africa,Office Supplies,Labels,4.08
Corporate,2011.0,Algeria,Africa,Africa,Technology,Machines,349.56
Corporate,2011.0,Angola,Africa,Africa,Office Supplies,Labels,11.04
Corporate,2011.0,Angola,Africa,Africa,Office Supplies,Storage,92.88
Corporate,2011.0,Angola,Africa,Africa,Technology,Accessories,12.72
Corporate,2011.0,Argentina,LATAM,South,Furniture,Bookcases,-66.24
Corporate,2011.0,Argentina,LATAM,South,Office Supplies,Appliances,-211.208
Corporate,2011.0,Argentina,LATAM,South,Office Supplies,Art,-165.744
Corporate,2011.0,Argentina,LATAM,South,Office Supplies,Binders,-14.796
Corporate,2011.0,Argentina,LATAM,South,Technology,Machines,-11.888
Corporate,2011.0,Argentina,LATAM,South,Technology,Phones,-16.216
Corporate,2011.0,Australia,APAC,Oceania,Furniture,Bookcases,1278.519
Corporate,2011.0,Australia,APAC,Oceania,Furniture,Chairs,1599.414
Corporate,2011.0,Australia,APAC,Oceania,Furniture,Furnishings,179.25000000000003
Corporate,2011.0,Australia,APAC,Oceania,Furniture,Tables,-1188.288
Corporate,2011.0,Australia,APAC,Oceania,Office Supplies,Appliances,833.433
Corporate,2011.0,Australia,APAC,Oceania,Office Supplies,Art,158.60999999999999
Corporate,2011.0,Australia,APAC,Oceania,Office Supplies,Binders,110.007
Corporate,2011.0,Australia,APAC,Oceania,Office Supplies,Envelopes,13.832999999999998
Corporate,2011.0,Australia,APAC,Oceania,Office Supplies,Fasteners,13.482000000000001
Corporate,2011.0,Australia,APAC,Oceania,Office Supplies,Labels,94.737
Corporate,2011.0,Australia,APAC,Oceania,Office Supplies,Paper,111.126
Corporate,2011.0,Australia,APAC,Oceania,Office Supplies,Storage,687.423
Corporate,2011.0,Australia,APAC,Oceania,Office Supplies,Supplies,147.45
Corporate,2011.0,Australia,APAC,Oceania,Technology,Accessories,215.60099999999997
Corporate,2011.0,Australia,APAC,Oceania,Technology,Copiers,289.16999999999996
Corporate,2011.0,Australia,APAC,Oceania,Technology,Machines,186.75300000000001
Corporate,2011.0,Australia,APAC,Oceania,Technology,Phones,1330.605
Corporate,2011.0,Austria,EU,Central,Furniture,Bookcases,82.8
Corporate,2011.0,Austria,EU,Central,Furniture,Chairs,120.96000000000001
Corporate,2011.0,Austria,EU,Central,Furniture,Furnishings,66.36
Corporate,2011.0,Austria,EU,Central,Office Supplies,Art,87.69
Corporate,2011.0,Austria,EMEA,EMEA,Office Supplies,Binders,90.06
Corporate,2011.0,Austria,EMEA,EMEA,Office Supplies,Envelopes,2.52
Corporate,2011.0,Austria,EU,Central,Office Supplies,Fasteners,69.48
Corporate,2011.0,Austria,EU,Central,Office Supplies,Labels,11.04
Corporate,2011.0,Austria,EU,Central,Office Supplies,Paper,1.8
Corporate,2011.0,Austria,EU,Central,Technology,Accessories,150.15
Corporate,2011.0,Austria,EU,Central,Technology,Copiers,1230.0900000000001
Corporate,2011.0,Austria,EMEA,EMEA,Technology,Phones,14.76
Corporate,2011.0,Azerbaijan,EMEA,EMEA,Furniture,Chairs,50.01
Corporate,2011.0,Azerbaijan,EMEA,EMEA,Office Supplies,Binders,5.82
Corporate,2011.0,Azerbaijan,EMEA,EMEA,Office Supplies,Envelopes,12.12
Corporate,2011.0,Azerbaijan,EMEA,EMEA,Technology,Accessories,12.42
Corporate,2011.0,Azerbaijan,EMEA,EMEA,Technology,Phones,66.18
Corporate,2011.0,Bangladesh,APAC,Central Asia,Furniture,Bookcases,12.54
Corporate,2011.0,Bangladesh,APAC,Central Asia,Furniture,Chairs,791.55
Corporate,2011.0,Bangladesh,APAC,Central Asia,Furniture,Furnishings,4.74
Corporate,2011.0,Bangladesh,APAC,Central Asia,Office Supplies,Appliances,527.19
Corporate,2011.0,Bangladesh,APAC,Central Asia,Office Supplies,Art,97.14
Corporate,2011.0,Bangladesh,APAC,Central Asia,Office Supplies,Binders,66.45
Corporate,2011.0,Bangladesh,APAC,Central Asia,Office Supplies,Labels,50.36999999999999
Corporate,2011.0,Bangladesh,APAC,Central Asia,Office Supplies,Storage,65.97
Corporate,2011.0,Bangladesh,APAC,Central Asia,Office Supplies,Supplies,92.07000000000001
Corporate,2011.0,Bangladesh,APAC,Central Asia,Technology,Accessories,523.08
Corporate,2011.0,Bangladesh,APAC,Central Asia,Technology,Copiers,893.94
Corporate,2011.0,Bangladesh,APAC,Central Asia,Technology,Phones,54.66
Corporate,2011.0,Barbados,LATAM,Caribbean,Furniture,Chairs,31.64
